id,sanskrit,unicode,english,dristi
172|Marichyasana D|Dedicated to Marichi D|
48,Paripurna Navasana,Paripūrṇa Nāvāsana,Boat,1
48|Navasana|Boat|
49,Bhujapidasana,Bhujapidāsana,Arm Pressure,1
49|Bhujapidasana|Arm Pressure|
50,Kurmasana,Kūrmāsana,Tortoise,2
50|Kurmasana|Tortoise|
51,Supta Kurmasana,Supta Kūrmāsana,Sleeping Tortoise,2
51|Supta Kurmasana|Sleeping Tortoise|
54,Garbha Pindasana,Garbha Pinḍāsana,Womb Embryo,1
54|Garbha Pindasana|Womb Embryo|
55,Kukkutasana,Kukkuṭāsana,Rooster,1
55|Kukkutasana|Cock|
56,Baddha Konasana A,Baddha Koṇāsana A,Bound Angle A,1
56|Baddha Konasana A|Bound Angle A|
175,Baddha Konasana B,Baddha Koṇāsana B,Bound Angle B,1
175|Baddha Konasana B|Bound Angle B|
40,Upavishta Konasana A,Upaviṣṭha Koṇāsana A,Seated Angle,2
40|Upavishta Konasana A|Seated Angle A|
176,Upavishta Konasana B,Upaviṣṭha Koṇāsana B,Seated Angle,2
176|Upavishta Konasana B|Seated Angle B|
57,Supta Konasana,Supta Koṇāsana,Sleeping Angle,1
57|Supta Konasana|Sleeping Angle|
58,Supta Padangusthasana A,Supta Pādānguṣṭhāsana A,Sleeping Big Toe,5
58|Supta Padangusthasana A|Sleeping Big Toe A|
59,Supta Padangusthasana B,Supta Pādānguṣṭhāsana B,Sleeping Big Toe,6
59|Supta Padangusthasana B|Sleeping Big Toe B|
60,Supta Padangusthasana C,Supta Pādānguṣṭhāsana C,Sleeping Big Toe,5
60|Supta Padangusthasana C|Sleeping Big Toe C|
62,Ubhaya Padangusthasana,Uphaya Pādānguṣṭhāsana,Both Feet Big Toe,1
62|Ubhaya Padangusthasana|Both Feet Big Toe|
64,Urdhva Mukha Paschimottanasana,Ūrdhva Mukha Paschimottānāsana,Upward Facing Western Intense Stretch,5
64|Urdhva Mukha Paschimottanasana|Upward Facing Western Intense Stretch|
65,Setu Bandhasana,Setu Bandhāsana,Bridge,1
65|Setu Bandhasana|Bridge|
81,Pashasana,Pāśāsana,Noose,6
81|Pashasana|Noose Posture|
82,Krounchasana,Krounchāsana,Heron,5
82|Krounchasana|Heron|
83,Shalabhasana A,Śalabhāsana A,Locust,1
83|Shalabhasana A|Locust A|
84,Shalabhasana B,Śalabhāsana B,Locust,1
84|Shalabhasana B|Locust B|
80,Bhekasana,Bhekāsana,Frog,1
80|Bhekasana|Frog|
85,Dhanurasana,(Pādāṅguṣṭha) Dhanurāsana,Bow,1
85|Dhanurasana|Bow|
86,Parsva Dhanurasana,Pārśva Dhanurāsana,Sideways Bow,1
86|Parsva Dhanurasana|Sideways Bow|

56,ushtrasana,Uṣṭrāsana,camel,1
87|Ushtrasana|Camel|
57,laghuvajrasana,Laghuvajrāsana,little thunderbolt,2
88|Laghuvajrasana|Little Thunderbolt|
58,kapotasana,Kapotāsana,pigeon,1
89|Kapotasana|Pigeon|
59,supta vajrasana,Supta Vajrāsana,lying down thunderbolt,1
177|Supta Vajrasana|Lying Down Thunderbolt|
60,bakasana a,Bakāsana A,crane A,1
61,bakasana b,Bakāsana B,crane B,1
91|Bakasana|Crane|
62,bharadvajasana,Bharadvājāsana,posture dedicated to Bharadvaja,6
92|Bharadvajasana|Posture Dedicated To Bharadvaja|
63,ardha Matsyendrasana,Ardha Matsyendrāsana,Half Lord of the Fishes,6
93|Ardha Matsyendrasana|Half Lord of the Fishes|
64,eka pada sirsasana a,Eka Pāda Śīrṣāsana A,one foot to head,1
65,eka pada sirsasana b,Eka Pāda Śīrṣāsana B,one foot to head,1
66,eka pada sirsasana c,Eka Pāda Śīrṣāsana C,one foot to head,5
94|Eka Pada Sirsasana A|One Foot To Head A|
95|Eka Pada Sirsasana B|One Foot To Head B|
96|Eka Pada Sirsasana C|One Foot To Head C|
67,dwi pada sirsasana a,Dwi Pāda Śīrṣāsana A,two feet to head,1
68,dwi pada sirsasana b,Dwi Pāda Śīrṣāsana B,two feet to head,1
97|Dwi Pada Sirsasana A|Two Feet To Head A|
98|Dwi Pada Sirsasana B|Two Feet To Head B|
69,yoganidrasana,Yoganidrāsana,yogi's sleep,2
99|Yoanidrasana|Yogi's Sleep|
70,tittibhasana a,Tittibhāsana A,insect,1
71,tittibhasana b,Tittibhāsana B,insect,1
72,tittibhasana c,Tittibhāsana C,insect,1
73,tittibhasana d,Tittibhāsana D,insect,1
100|Tittibhasana A|Insect A|
101|Tittibhasana B|Insect B|
102|Tittibhasana C|Insect C|
103|Tittibhasana D|Insect D|
74,pincha mayurasana,Pīncha Mayūrāsana,feather of the peacock,1
104|Pincha Mayurasana|Feather of the Peacock|
75,karandavasana,Karandavāsana,duck,1
107|Karandavasana|Duck|
76,vrishchikasana,Vṛśchikāsana,scorpion,1
108|Vrishchikasana|Scorpion|
77,mayurasana,Mayūrāsana,peacock,1
109|Mayurasana|Peacock|
78,nakrasana,Nakrāsana,crocodile,1
110|Nakrasana|Crocodile|
79,vatayanasana,Vatayanāsana,horse,9
111|Vatayanasana|Horse|
80,parighasana,Parighāsana,cross beam of a gate,9
113|Parighasana|Cross Beam of a Gate|
81,gomukhasana a,Gomukhāsana A,cow face,1
82,gomukhasana b,Gomukhāsana B,cow face,1
114|Gomukhasana A|Cow Face A|
115|Gomukhasana B|Cow Face B|
83,supta urdhva pada vajrasana,Supta Ūrdhva Pāda Vajrāsana,sleeping raised foot thunderbolt,1
116|Supta Urdhva Pada Vajrasana|Sleeping Raised Foot Thunderbolt|
84,baddha hasta sirsasana a,Baddha Hasta Śīrṣāsana A,bound hands headstand,1
85,baddha hasta sirsasana b,Baddha Hasta Śīrṣāsana B,bound hands headstand,1
86,baddha hasta sirsasana c,Baddha Hasta Śīrṣāsana C,bound hands headstand,1
87,baddha hasta sirsasana d,Baddha Hasta Śīrṣāsana D,bound hands headstand,1
118|Baddha Hasta Sirsasana A|Bound Hands Headstand A|
119|Baddha Hasta Sirsasana B|Bound Hands Headstand B|
120|Baddha Hasta Sirsasana C|Bound Hands Headstand C|
121|Baddha Hasta Sirsasana D|Bound Hands Headstand D|
88,mukta hasta sirsasana a,Mukta Hasta Śīrṣāsana A,free hands headstand,1
89,mukta hasta sirsasana b,Mukta Hasta Śīrṣāsana B,free hands headstand,1
90,mukta hasta sirsasana c,Mukta Hasta Śīrṣāsana C,free hands headstand,1
122|Mukta Hasta Sirsasana A|Free Hands Headstand A|
123|Mukta Hasta Sirsasana B|Free Hands Headstand B|
124|Mukta Hasta Sirsasana C|Free Hands Headstand C|
91,urdhva dhanurasana,Ūrdhva Dhanurāsana,upward bow,1
10|Urdhva Dhanurasana|Upward Bow Posture|
92,paschimottanasana a,Paschimottānāsana A,western intense stretch,5
93,salamba sarvangasana,Sālamba Sarvāngāsana,whole body supported,1
125|Salamba Sarvangasana|Whole Body Supported|
94,halasana,Halāsana,plow,1
126|Halasana|Plow|
95,karnapidasana,Karṇa Pīdāsana,ear pressure,1
127|Karnapidasana|Ear Pressure|
96,urdhva padmasana,Ūrdhva Padmāsana,upward lotus,1
128|Urdhva Padmasana|Upward Lotus|
97,pindasana,Piṇḍāsana,embryo,1
129|Pindasana|Embryo|
98,matsyasana,Matsyāsana,fish,1
130|Matsyasana|Fish|
99,uttana padasana,Uttāna Pādāsana,extended leg,1
131|Uttana Padasana|Extended leg|
100,sirsasana a,Śīrṣāsana A,head standing,1
101,sirsasana b,Śīrṣāsana B,head standing,1
132|Sirsasana A|Headstand A|
133|Sirsasana B|Headstand B|
102,baddha padmasana,Baddha Padmāsana,bound lotus,2
134|Baddha Padmasana|Bound Lotus|
103,padmasana,Padmāsana,lotus,1
135|Padmasana|Lotus|
104,tolasana utphutih,Utplutiḥ,scale,1
105,savasana,Śavāsana,corpse,0
158|Savasana|Corpse|
106,Chaturanga Dandasana,Chaturaṅga Daṇḍāsana,Plank,0
6|Chaturanga Dandasana|Plank|

45,chakrasana,Chakrāsana,wheel,2

7|Urdhva Mukah Svanasana|Upward Facing Dog|
8|Adho Mukha Svanasana|Downward Facing Dog|
16|Ardha Uttanasana|Half Standing Forward Bend|
71|Urdhva Vrikasana|Surya Namaskara A Vinyasa 1|
72|Uttanasana|Standing Forward Bend|
74|Adho Mukha Vrksasana|Handstand|
75|Agnistambhasana|Fire Log|
76|Ananda Balasana|Happy Baby|
77|Anantasana|Side Reclining Leg Lift|
78|Anjaneyasana|Low Lunge|
79|Ardha Bhekasana|Half Frog|
171|Akarna Dhanurasana|Bow to Ear|
106|Samasthiti|Peace|
136|Ardha Chandrasana|Half Moon Pose|
137|Astavakrasana|Eight Angle|
139|Balasana|Child|
140|Bhujangasana|Cobra|
141|Bitilasana|Cow|
142|Dwi Pada Viparita Dandasana|Upward Facing Two Foot Staff|
143|Vrksasana|Tree|
173|Vrksasana - 1|Tree|
145|Viparita Karani|Legs Up The Wall|
146|Vasisthasana|Side Plank|
147|Uttana Shishosana|Extended Puppy|
149|Urdhva Prasarita Eka Padasana|Standing Split|
150|Urdhva Hastasana|Upward Salute|
151|Tolasana|Scale|
152|Tadasana|Mountain|
153|Supta Virasana|Reclining Hero|
154|Supta Baddha Konasana|Bound Angle|
155|Sukhasana|Easy|
156|Simhasana|Lion|
157|Setu Bandha Sarvangasana|Bridge|
160|Marjaryasana|Cat|
161|Malasana|Garland|
162|Eka Pada Raja Kapotasana|Pigeon|
163|Eka Pada Koundiyanasana B|Dedicated to the Sage Koundinya B|
165|Eka Pada Koundiyanasana A|Dedicated to the Sage Koundinya A|
166|Garudasana|Eagle|
167|Hanumanasana|Monkey|
168|Nata Rajasana|Lord of the Dance|
169|Parsva Bakasana|Side Crane|
170|Virasana|Hero|
174|Utpluthi|Uprooting|

doubles
33|Ardha Baddha Padmottanasana - 1|Half Bound Lotus Intense Strech|
